Descripcion;Funcionario;Cargo;Organismo;Fecha;Valor_estimado;Destino;Entregado_por
"Un (1) libro: ""Santa Biblia""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-17;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnologia;Palavecino Lina
"Dos (2) libros: ""La Divina Misericordia""/ Dos (2) libros: ""Novena a Jesús Misericordioso""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-17;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;de Mancerello Lila Carabajal
"Dos (2) libros: ""Encuentra a Jesús, vive y practica su Divina Misericordia""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-17;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;de Mancerello Lila Carabajal
"Un (1) libro: ""Biblia Promesas""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-17;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Gambarte Marta
"Un (1) libro: Acompañando el Impulso de una Nueva Vida""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-16;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;de Rodriguez Nancy Garraza
"Una (1) caja con: Un (1) frasco de mermelada de ciruela+ 6 alfajores surtidos ""La Quinta""/Una (1) caja con: Un (1) frasco de mermelada de damasco + 6 alfajores surtidos ""La Quinta""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-16;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Quinta La
"Un (1) libro: ""Santa Biblia""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-16;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Ferreyra Olga
"Un (1) libro: ""Corazones de Patrio Sentir""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-11;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Agüero Roberto Ariel
Una (1) Medalla x el 150° Aniversario del Colegio Militar de la Nación;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-11;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Agüero Roberto Ariel
"Un (1) libro: ""Custodia de un Angel""";Macri Mauricio;Señora Primera Dama;Presidencia de la Nación;2019-10-10;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Daher Eugenia
"Un (1) libro:"" Reflexiones para el Alma edicion especial para niños y adolescentes""/Un (1) libro:"" Reflexiones para el Alma edicón Dorada 10 años""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-10;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Prieto José Luis
"Seis (6) libritos :"" Reflexiones para el Alma""/Un (1) libro: ""Bullying…..Violencia….Trampas""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-10;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Prieto José Luis
"Un (1) libro: ""Nara Buddhist Art: Todai-ji""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-09;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Cervera Oscar Emilio
"Un (1) libro: ""La Nación Dividida""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-09;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Crinigan Alberto
Dos (2) Revistas de EL Trabajador Maderero;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-09;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Gornatti Jorge Oscar
"Un (1) libro: ""El Horno del Alfarero""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-08;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Ciudadano Ciudadano
"Dos (2) libros: ""Santa Biblia""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-08;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Ciudadano Ciudadano
"Un (1) libro:""Ensayo sobre la democratización de la Organización institucional estatal""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-08;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia yTecnología;Haddad Roberto
"Un (1) libro: ""Una iglesia de impacto""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-08;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Barboza Guillermo
"Un (1) libro: ""El Primer Adelantado en el Río de la Plata""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-08;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Castella Donata
"Un (1) librito ""Ama la Vida por mi""+ CD";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-07;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Ciudadano Ciudadano
"Un (1) libro: ""Lo que cuentan los ríos""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-04;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Ciudadano Ciudadano
"Un (1) libro: ""Nuevo Testamento""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-04;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Torchia José
"Un (1) libro: ""Un empresario en plenitud""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-04;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Olivera Santiago
"Tres (3) libros: ""Historia de Concepción del uruguay 1778-1890"" Tomo I, II y III";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-03;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Oliva Martín
"Un (1) libro: ""Estudio económico de América Latina y el Caribe""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-02;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;United Nations Comisión Económica para America Latina y el Caribe
"Un (1) libro: ""Medicina Veterinaria""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-01;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Friedrich Noemí
"Un (1) libro: ""Historia de la Industria de Córdoba""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-01;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Uribarrem Marcelo
Una (1) Biblia;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-01;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Paolasso Facundo
"Una (1) revista: ""Sustainable development goals""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-01;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Association-UK United Nations
"Un (1) libro: ""Los regalos de Jesús""/ Un (1) libro: ""Jesús…te ama""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-30;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Aguilar Juan Carlos
"Un (1) libro: ""Grito al mundo""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-30;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Hernández Hirahi de los Angeles Henández
"Un (1) librito:"" Poesías para pensar""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-27;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Napier Susana Norma
"Un (1) libro: ""Canciones para vos, Poemas para chicos y sus grandes""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-27;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;de Mirassou Ethel Mariotto
"Un (1) libro: ""Viaje al mundo del más acá""";Macri Mauricio;Hija del Señor Presidente, Srita Antonia Macri;Presidencia de la Nación;2019-09-27;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnologia;Méndez Ana Isabel
Una (1) medalla del Comité Olímpico Internacional;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-23;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Internacional Comité Olímpico
"Diez (10) libritos: """"Goals Power Lab""/""LAB Habilidades Digitales""/""Parlamentos Juveniles""/Travesías""/""Generación 2030""/""Innpacta""/""Labmatch""/""Hélice""/""Yo puedo emprender""/""Creación""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-23;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;de Juventud OIJ- Organismo Internacional
1 mate de calabaza y alpaca;GARAVANO Germán C.;Ministro;Ministerio de Justicia y Derechos Humanos;2019-09-03;Inferior a 4 módulos.;;Gobierno de la Pcia. de Corrientes
Una (1) medalla conmemorativa d ela Inauguración del Aeropuerto Internacional de Mar del Plata;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-21;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Ketchibachian Daniel
"Un (1) libro: ""Cuidando el dinero público""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-20;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Fiscal Consejo Federal de Responsabilidad
"Un (1) libro: ""Historias desprolijas""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-20;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Mourad Norberto
"Un (1) libro: ""El Mayorazgo de Huasán""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-19;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Molina Enrique Carrizo
Una (1) medalla conmemorativa d ela Inauguración del Aeropuerto Internacional de Jujuy;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-19;Inferior a 4 módulos.;Ministerio de Educación,Cultura, Ciencia y Tecnología;2000 CEO de Aeropuertos
"Un (1) libro: "" Cuidando el dinero público""";Macri Mauricio;Presidencia de la Nación;Presidencia de la Nación;2019-09-19;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Farah Patricia
"Un (1) libro: ""Sociedad Rural de Tucumán""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-18;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Leal José
"Un (1) libro: ""La violencia de la ideología de género""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-18;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Jantus Javier
"Un (1) libro: ""Reformas estructurales para el renacimiento de Argentina""/Un (1) libro: ""Los límites del Estado Populista""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-18;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;de Rosario Bolsa de Comercio
"Un (1) libro: ""Argentina con raíces de ciudadanía eterna""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-17;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Moreno Albina
"Un (1) libro: ""El escondido""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-12;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Wolf Fabián
"Un (1) libro: ""Constitución de la Ciudad Autónoma de Buenos Aires/ Una (1) lapicera con logo Poder Judicial de la Ciudad de Buenos Aires Consejo de la Magistratura";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-12;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Maques Alberto
"Un (1) libro: ""Propuestas superadoras para el desarrollo económico 2018-2030)";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-12;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Oller López Rosa María
"Un (1) libro: ""1919-2019 Cien años de historia""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-11;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;de Rosario Federación Gremial del Comercio e Industria
"Un (1) libro: ""Humillados""/Un (1) libro: ""Babilonia, Misterio Religioso""/Un (1) libro: ""El hombre más rico del mundo""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-11;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Guerrero Lidia Ester
"Revistas: /""¡Gatito, gatito ven!""/""Algunos aman el calorcito""/""¿Por qué adorar a María""/""¿Soncristianos los católicos""?/""La extremaución""/ ""El corazón del hombre""/ ""Ideologia de género""/Un (1) libro: ""¿Es auténtica la historia de Alberto""?";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-11;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnologia;Guerrero Lidia Ester
"Cuatro (4) revistas: ""La gran traición""/""Los Padrinos""/""La fuerza""/ ""Alberto""/Nueve (9) ejemplares: ""¿Hay otro Cristo?""/""¿Hombres de Paz?""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-11;Inferior a 4 módulos.;Ministerio de Educación, Ciencia y Tecnología;Guerrero Lidia Ester
"Un (1) libro: ""Efeito Ravena o Golpe Foi Civil""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-10;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Marques Cacildo
"Un (1) libro: ""Relatorio anual informe anual 2018""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-10;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Materiales Nucleares Agencia Brasileño-Argentina de Contabilidad y Control de
"Un (1) libro: ""La aventura de romper límites""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-05;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Maggi Jean
"Un (1) libro: ""Secretos del avivamiento en Argentina""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-04;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Muia Alejandra Adriana Muia
"Cuatro (4) revistas: ""20th International Conference of Chief Justices of the World""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-04;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Gandhi Jagdish
"Un (1) libro: ""Pensamientos para el Nuevo Milenio""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-04;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Espeche Ana María Molinari
"Un (1) libro: ""Argentina con Amor""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-09-03;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Retamal María Inés Ormoño de Silva
"Dos (2) banderas de ""Río 3 Capital Nacional del Deporte""/Un (1) libro:""Pecados Milagrosos""/Un (1) libro: ""Crisol de razas, la historia chica de Río Tercero""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-08-29;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Tercero Municipalidad Rio
"Un (1) libro: ""Aportes del cooperativismo al desarrollo agroalimentario argentino""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-08-27;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;IANNIZZOTTO Carlos
"Un (1) libro: ""Santa Biblia""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-08-26;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Wooltchke Carlos
"Un (1) libro: ""INDEC Informa Julio 2019""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-08-23;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnologia;Indec Indec
"Un (1) libro: ""Los hombres del juicio""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-08-22;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Bruke Mercedes
"Un (1) libro: ""Dos Ríos para un tren""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-08-20;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Pirolla Rafael
"Un (1) libro: ""Guatemala""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-08-16;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Cabrera Jimmy Morales
Una (1) bandera de Uruguay con dedicatoria al Sr. Presidente/Una (1) bandera Escuela de Tango Garufa;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-06-18;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia Y Tecnología;Belbey Julio Melo
"Un (1) libro: ""Análisis Financiero de Proyectos de Inversión""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-08-16;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Aliberti Carlos Antonio
"Un (1) libro :"" Las reformas necesarias para crecer en libertad""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-08-15;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;y Progreso Fundación Libertad
"Dos (2) revistas "" La voz de I.A.S""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-08-13;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;"""Nuestra Señora del Rosario"" Instituo Agrotécnico Selesiano"
"Un (1) libro: ""The Actual Theory of Everything""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-08-12;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Popplewell Martin
"Un (1) libro: ""¿Somos todos peronistas?""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-08-08;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Berensztein Sergio
"Un (1) libro: ""Balance de Gestión 2014-2017 Ferrocarril Oeste""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-08-06;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Oeste Club Ferrocarril
Un (1) plato decorativo de madera con el escudo del Club Atlético Banco Nación;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-08-05;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Gomez Cristian
"Un (1) libro: ""En Defensa del Libre Mercado""/ Un (1) libro: ""Camino de Servidumbre""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-08-02;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Ger Cecilia de Vázquez
"Un (1) librito ""Ramón Cirilo Blanco"" + un prendedor de la escuelaN° 784";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-08-01;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;"N° 784 Escuela ""Héroe de Malvinas Ramón Cirilo Blanco"""
"Un (1) libro: ""Anales del Colegio Nacional General San Martín""/Una (1) medalla del Colegio General San Martín""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-08-01;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Ciudadana Ciudadana
"Un (1) libro: ""Jujuy""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-08-01;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Rossi Franco
"Un (1) libro: ""Seguridad y Paz en el gran conflicto""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-07-29;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Ciudadano Ciudadano
"Un (1) libro: ""Historias Comunes entre europeos y argentinos""";Macri Mauricio;Señora Primera Dama;Presidencia de la Nación;2019-07-29;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Vohtz Soren
"Un (1) libro: ""Kretina, Amor por lo ajeno""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-07-24;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Giuliani Fernando
"Un (1) libro: ""El Pionero del Cooperativismo en Sunchales""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-07-24;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;de Cagliero Marina Mitri
"Un (1) libro: ""Memorias de un hombre común""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-07-24;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Cipolatti Argentino
"Un (1) libro: ""Platero y yo"" / Un (1) libro: ""El Principito""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-07-19;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Gárderes Inés Pacheco
"Un (1) libro: ""Un empresario en plenitud""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-07-03;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Vaquer Juan
Un (1) retrato pintado del Sr. Presidente de la Nación, Ing. Mauricio Macri;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-27;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Olivera Santiago
"Un (1) Comic: ""Karuna Finds a Way""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-06-28;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Ooi Beng
"Un (1) libro: ""Recuerdos del Río Pinturas""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-06-10;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Frizón Juan Carlos
"Un (1) libro ""Los inmigrantes en la Construcción de la Argentina""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-05-25;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Fernández Gabriela
"Una (1) libro: ""La Santa Biblia""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-04-04;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Rojas Claudio Ariel
"Un (1) libro: ""Valores, pensamiento crítico y tejido social""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-04-03;Inferior a 4 módulos.;Ministerio de Educación, Cultura, Ciencia y Tecnología;Rodriguez Norberto
Un (1) osito de peluche;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-24;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Rosatti Myriam
Un (1) Pañuelo de seda /Un (1) conjunto de Chaqueta y pantalón blanco/Dos (2) Tops de hilo /Un (1) Jean;Macri Mauricio;Señora Primera Dama;Presidencia de la Nación;2019-10-24;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Fernandez Andrés
"Una (1) Lapicera ""Parker"" Impresa con su nombre ""Pte Mauricio Macri""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-22;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Ciudadano Ciudadano
"Una (1) Imagen de ""Natividad del Señor""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-22;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Ciudadano Ciudadano
Dos (2) Imagenes del Divino Niño Jesús/Ocho (8) postales con imagenes religiosas de Navidad;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-22;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Ciudadano Ciudadano
"Un (1) Gato de peluche con la bandera Argentina ""Si Se Puede""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-22;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Ciudadano Ciudadano
Dos (2) Muñecos tipicos de Corrientes;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-18;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Vallejos Laura Rosa
Una (1) Cartera redonda de fibras naturales;Macri Mauricio;Señora Primera Dama;Presidencia de la Nación;2019-10-18;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Nala Casa
"Una (1) Fotografía grande de la Virgen de Schoenstatt""+ Estampita de la Virgen de Schoenstatt";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-18;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;López Monzón
Un (1) rosario de la Virgen de Itatí+ Estampita de la Virgen de Itatí;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-18;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Acosta Elena Mabel
Un (1) Atrapasueños con un corazón de Boca Juniors;Macri Mauricio;Presidente de la Nación;Dirección General de Ceremonial;2019-10-18;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Selma Paula Tiseira
Un (1) Mantel bordado con flores;Macri Mauricio;Señora Primera Dama;Presidencia de la Nación;2019-10-17;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Social;Lorena Lorena
1 plaqueta dorada alusiva a la Conferencia Internacional de Justicia y DDHH;GARAVANO Germán C.;Ministro;Ministerio de Justicia y Derechos Humanos;2019-10-22;Inferior a 4 módulos.;;Embajada del Reino de Marrakech
"1 libro ""Delito y empresa. Estudios sobre la teoría del delito aplicada al derecho penal económico-empresarial"" - Ramón Ragués i Vallés - Ricardo Robles Planas";GARAVANO Germán C.;Ministro;Ministerio de Justicia y Derechos Humanos;2019-09-13;Inferior a 4 módulos.;;Robles Planas Ricardo
"1 Libro ""Malum passionis. Mitigar el dolor del Derecho Penal"" - Jesús María Silva Sánchez";GARAVANO Germán C.;Ministro;Ministerio de Justicia y Derechos Humanos;2019-09-13;Inferior a 4 módulos.;;Silva Sánchez Jesús María
"1 libro ""100 Años Rotary Club de Buenos Aires 1919-2019""";GARAVANO Germán C.;Ministro;Ministerio de Justicia y Derechos Humanos;2019-10-02;Inferior a 4 módulos.;;Rotary
"1 libro ""Unidad en la Diversidad"" M° Público de la Pcia. de Buenos Aires / Informe de Gestión M° Público Pcia. Bs. As.";GARAVANO Germán C.;Ministro;Ministerio de Justicia y Derechos Humanos;2019-10-11;Inferior a 4 módulos.;;M° Público de la Pcia. de Buenos Aires
Un (1) Vasija de barro;Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-17;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Alvarez Andrea
Dos (2) Muñecos tejidos con hilo;Macri Mauricio;Hija del Señor Presidente, Srita Antonia Macri;Presidencia de la Nación;2019-10-17;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Lorena Lorena
"Un (1) mate/Dos (2) chombas ""Luis Campagnola""";Macri Mauricio;Presidente de la Nación;Presidencia de la Nación;2019-10-17;Inferior a 4 módulos.;Ministerio de Desarrollo Social y Salud;Campagnola Luis
