Descripcion;Funcionario;Cargo;Organismo;Fecha;Valor_estimado;Destino;Entregado_por
"Un (1) libro: "" China, América Latina y Argentina""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Girado Gustavo Alejandro
"Un (1) libro: ""La Comunidad Organizada""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Hung Fernando
"Un (1) libro: ""Historia del Dr. Domingo Liotta""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;de Morón Universidad
"Un (1) libro: "" Penas nuestras, soja ajena""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Pavoni Juan Carlos
"Un (1) libro: ""Cuidarte es cuidarnos""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Contenidos de Difusión Subsecretaría de Comunicación y
"Un (1) libro: ""La ruta textil argentina""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Un (1) libro: "" Páginas en el viento""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Dos (2) libros: "" China, La superación de la pobreza""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;de Congreso Universidad
"Un (1) CD: ""Tejedoras de Sonidos""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Desarrollo Social;de Compositoras Foro Argentino
"Un (1) libro: ""El Moncho""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Un (1) libro: ""Joaco nos conecta""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Stefanizzi Mauro
"Un (1) libro: "" Yo nena, Yo princesa""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Mansilla Gabriela
"Un (1) libro: ""Peronismo hoy""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Tres(3) libros: ""La escuela, plataforma de la patria"" x 2/ ""Rodolfo Puiggrós, retrato familiar de un intelectual militante""/";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Puiggrós Adriana
"Un (1) libro: ""Patio de cuervos""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Un (1) libro: ""Argentina, un lugar fascinante""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Un (1) libro: ""Científicas de Acá""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Alcain Juli
"Un (1) libro: ""¿Qué es el bien común?""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Navajas Fernando
"Un (1) libro: ""Al norte del Bermejo""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Un (1) libro :"" El camino largo""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Un (1) libro: ""Gestionar las emociones políticas""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Tres (3) libros: ""Las mariposas también sueñan"" / ""Amar mi cuerpo"" /"" Infancias Desobedientes""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Infancias Libres Asociación Civil
"Un (1) libro: "" Tres Golpes en la Ventana""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Ciudadana Ciudadana
"Un (1) libro: "" Argentina en tiempos de pandemia: la gripe española de 1818-1919""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Carbonetti Adrián
"Un (1) libro: ""Don Francisco Hermógenes Ramos Mexía""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Dos (2) libros: "" Baldosas x la Memoria I"" / ""Baldosas x la Memoria III""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Ciudadana Ciudadana
"Un (1) libro :"" Dicen que tuve un bebé""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Un (1) libro: ""Después del Capitalismo""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Ciudadana Ciudadana
"Un (1) libro : "" Memoria, Verdad y Justicia""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;los Derehos Humanos -APDH Asamblea Permanente por
"Un (1) libro ""Soberanía Travesti, una identidad argentina""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Un (1) libro: "" Nunca Fuimos Vicentin""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Feldman Gustavo
"Un (1) libro: ""Los sistemas de pensiones en la encrucijada""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Naciones Unidas CEPAL-
"Un (1) libro ""El ocaso del imperio americano""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Un (1) libro: ""Tocar Fondo""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Piñeiro Teté
"Una (1) Revista ""El Estado que necesitamos para superar las pandemias""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;Argentina ATE
Un (1) Portallaves de pared;Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Desarrollo Social;de Ensenada Municipalidad
"Una (1) Revista ""Figuritas de la Música Argentina"" + Paquetes de figuritas";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-09;Inferior a 4 módulos.;Ministerio de Educación;de la Música Instituto Nacional
"Un (1) libro: "" La magia más vieja""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-08;Inferior a 4 módulos.;Ministerio de Educación;Poliya Rocío y
"Un (1) libro: ""Porteños Argentos""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-08;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Un (1) libro: ""El Código NAN""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-08;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Un (1) libro: ""El derecho de los animales en la Ciudad Autónoma de Buenos Aires""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-08;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Un (1) libro: ""¿Y si el blanco fueras vos?";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-08;Inferior a 4 módulos.;Ministerio de Educación;Dávila Manuela
"Un (1) libro: "" Lula y la Izquierda del siglo XXI""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-08;Inferior a 4 módulos.;Ministerio de Educación;Sader Emir
"Un (1) libro: ""La Mayor Esperanza""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-08;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Un (1) CD: ""Rimas de Alto Calibre""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-08;Inferior a 4 módulos.;Ministerio de Desarrollo Social;de San Martín Universidad Nacional
"Un (1) libro: ""Cuando fuimos los mejores""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-08;Inferior a 4 módulos.;Ministerio de Educación;Ciudadano Ciudadano
"Tres (3) libros: "" Principales instrumentos legales sobre Derechos Humanos y Memoria"" / ""Manual para víctimas y Testigos en causas vinculadas al terrorismo de estado"" / ""Centros clandestinos de detención, tortura y exterminio y sitios de memoria""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-08;Inferior a 4 módulos.;Ministerio de Educación;la Memoria Instituto Espacio para
Una (1) Caja con comestibles;Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-11-01;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Watson Andrés
Un (1) Certificado d ela Muralla China;Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-10-14;Inferior a 4 módulos.;Casa de Gobierno;Muralla China Mutianyu Great Wall-
Un (1) Pisapapeles;Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-10-14;Inferior a 4 módulos.;Casa de Gobierno;Bank New Development
"Un (1) Plato decorativos ""Caballo""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-10-14;Inferior a 4 módulos.;Casa de Gobierno;Energy China CEDC-
Un (1) Pisapapeles decorativo;Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-10-14;Inferior a 4 módulos.;Casa de Gobierno;Co., Ltd Gotion High-Tech
Un (1) Papiro decorativo;Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-10-14;Superior a 4 módulos o imposibilidad de determinar su valor.;Museo Casa Rosada;Huawei Huawei
"Un (1) Cuadro decorativo ""Paisaje""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-10-14;Superior a 4 módulos o imposibilidad de determinar su valor.;Museo Casa Rosada;Summit Tibet
Un (1) Plato decorativo de la Muralla China;Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-10-14;Superior a 4 módulos o imposibilidad de determinar su valor.;Museo Casa Rosada;Muralla China Mutianyu Great Wall-
Un (1) Plato decorativo Floral;Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-10-14;Superior a 4 módulos o imposibilidad de determinar su valor.;Museo de Casa Rosada;Bo Wang
Un (1) Jarrón decorado;Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-10-14;Superior a 4 módulos o imposibilidad de determinar su valor.;Museo de Casa Rosada;Zhan Gong
Un (1) Jarrón decorado;Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-10-14;Superior a 4 módulos o imposibilidad de determinar su valor.;Museo de Casa Rosada;Jinping Xin
Birome de metal color negra con inscripción del nombre de la Institución Consejo Profesional de Ingenieria Civil. Dos libros sobre Ética y lucha anticorrupción. Uno de color negro y otro de colo celeste.;GIUPPONI LEOPOLDO;DIRECTOR NACIONAL DE ETICA PUBLICA;Ministerio de Justicia y Derechos Humanos;2023-11-22;Inferior a 4 módulos.;;Consejo Profesional de Ingenieria Civil
PLACA PEQUEÑA DE METAL;OBAID JULIAN;PRESIDENTE;Ministerio de Transporte;2023-11-09;Inferior a 4 módulos pero con valor institucional (Art. 3, tercer párrafo, Anexo I, Dec. N° 1179/16).;;BUREAU D'ENQUETE SUR LES EVENEMENTS DE MER
"Libro, ""El turismo como derecho"".";Bauer Tristán;Ministro de Cultura;MINISTERIO DE CULTURA;2023-10-02;Inferior a 4 módulos.;Ministerio de Cultura;LAMMENS MATÍAS
"Libro ""Museo Penitenciario Argentino Antonio Ballvé"" 2020-2022";Bauer Tristán;Ministro de Cultura;MINISTERIO DE CULTURA;2023-05-23;Inferior a 4 módulos.;Ministerio de Cultura;MENA MARTÍN
"Libro ""Conjurado"" I anuario borgiano 1996 Centro de estudios Jorge Luis Borges (Universidad de Alcalá) Franco María Ricci";Bauer Tristán;Ministro de Cultura;MINISTERIO DE CULTURA;2023-11-16;Inferior a 4 módulos.;Ministerio de Cultura;Kodama Mariana
"- Libro, ""Recuperando Historias para sembrar futuro"". Chirimbete; - Libro,""Bombo es Lucha"", ATE; - Libro, Si te viera tu madre. Editorial UNLP; - Libro, Haigaz, La historia de mi vida.";Bauer Tristán;Ministro de Cultura;MINISTERIO DE CULTURA;2023-05-24;Inferior a 4 módulos.;Ministerio de Cultura;Personas Humanas
Libro: Fondo Nacional de las Artes 40 años de Democracia y un País unido por la cultura.;Bauer Tristán;Ministro de Cultura;MINISTERIO DE CULTURA;2023-11-16;Inferior a 4 módulos.;Ministerio de Cultura;SAIEGH DIANA
"Diario ""Diario del Juicio""";Bauer Tristán;Ministro de Cultura;Ministerio de Cultura;2023-11-03;Inferior a 4 módulos.;Ministerio de Cultura;PERZCYCK JAIME
"Libro Agencia de noticias TELAM digital ""Memoria y futuro 2019-2023""";Bauer Tristán;Ministro de Cultura;MINISTERIO DE CULTURA;2023-11-03;Inferior a 4 módulos.;Ministerio de Cultura;Llorente Bernarda
"Un (1) libro: ""Corazones de Patrio Sentir""";Fernandez Alberto;Presidente de la Nación;Presidencia de la Nación;2023-11-14;Inferior a 4 módulos.;Casa Militar;Agüero Roberto Angel
"Una (1) Revista: "" Indices 2022-El mercado postal argentino""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-10-19;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Anzini Bárbara
"Un (1) Cuadro pintado en oleo ""Sólo es amor""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-10-19;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Suarez Sonia Elena
"Tres (3) Revistas: ""34 Heads of state/gobernment & speakers of parliament""/""Article 51° of the Constitution of India""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-10-06;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Gandhi Jagdish
"Tres (3) Revistas: ""24th International Conference of Chief Justices of the World""/ ""Glimpses of International Conferences of Chief Justices of the World""/""Invitation Booklet""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-10-06;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Gandhi Jagdish
Un (1) Canasto artesanal;Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-10-06;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Lascano María Luisa
"Dos (2) Revistas: ""Educación Ambiental III""/ ""Un nuevo Día del Trabajador Maderero con mucho más por qué luchar""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-10-04;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Gornatti Jorge Oscar
"Tres (3) Revistas: "" Proyecto de Ley de Protección de Datos Personales""/ ""Informe de Gestión 2022""/ ""Plan Estratégico 2022-2026""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-10-02;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Anchorena Beatriz de
"Un (1) libro : ""El Turismo como derecho- Chapadmalal-Embalse""";Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-10-20;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Lammens Matias
Un (1) Cuadro con el retrato de Sandro;Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-09-30;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Bonazzola Sergio Humberto
Dos (2) Diplomas de condecoraciones recibidas por el Sr. Alberto Fernández y la Sra. Fabiola Yañez en la visita de Estado a Brasil el 26/6/23;Fernandez Alberto Angel;Presidente de la Nación;Presidencia de la Nación;2023-09-21;Inferior a 4 módulos.;Residencia Presidencial de Olivos;Vieira Mauro
1 moneda plateada simbólica de decoración.;Mazzina Guiñazú Ayelén;Ministra;Ministerio de las Mujeres, Géneros y Diversidad;2023-10-31;Inferior a 4 módulos.;;Casa de la Moneda
El regalo consiste en: 1 libro titulado: “Equidad de género y defensa. Una política en marcha”. UNDEF libros. Min de Defensa de la Nación. 1 libro titulado: “Perón y la Defensa Nacional”. UNDEF libros. 1 libro titulado: “Militares y perspectiva de;Mazzina Guiñazú Ayelén;Ministra;Ministerio de las Mujeres, Géneros y Diversidad;2023-11-01;Inferior a 4 módulos.;;Morasso Carla
